NPRODUCTO,CONCURSO,R4,BOLSA,FECHA
40,2461,39,93000000,40730
40,2460,46,87000000,40727
40,2459,45,82000000,40723
40,2458,45,76000000,40720
40,2457,35,71000000,40716
40,2456,39,64000000,40713
40,2455,32,59000000,40709
40,2454,46,53000000,40706
40,2453,26,48000000,40702
40,2452,18,43000000,40699
40,2451,49,37000000,40695
40,2450,19,35000000,40692
40,2449,34,34000000,40688
40,2448,11,33000000,40685
40,2447,41,32000000,40681
40,2446,41,31000000,40678
40,2445,37,30000000,40674
40,2444,30,249000000,40671
40,2443,50,241000000,40667
40,2442,41,230000000,40664
40,2441,17,224000000,40660
40,2440,38,217000000,40657
40,2439,13,211000000,40653
40,2438,32,203000000,40650
40,2437,25,196000000,40646
40,2436,18,189000000,40643
40,2435,20,182000000,40639
40,2434,49,174000000,40636
40,2433,35,168000000,40632
40,2432,37,160000000,40629
40,2431,35,153000000,40625
40,2430,36,146000000,40622
40,2429,31,140000000,40618
40,2428,21,134000000,40615
40,2427,28,128000000,40611
40,2426,17,122000000,40608
40,2425,13,117000000,40604
40,2424,18,110000000,40601
40,2423,16,105000000,40597
40,2422,35,98000000,40594
40,2421,41,92000000,40590
40,2420,32,86000000,40587
40,2419,52,80000000,40583
40,2418,23,75000000,40580
40,2417,54,68000000,40576
40,2416,37,62000000,40573
40,2415,54,56000000,40569
40,2414,50,49000000,40566
40,2413,35,43000000,40562
40,2412,28,36000000,40559
40,2411,14,34000000,40555
40,2410,42,33000000,40552
40,2409,28,32000000,40548
40,2408,40,31000000,40545
40,2407,32,30000000,40541
40,2406,28,121000000,40538
40,2405,37,114000000,40534
40,2404,37,107000000,40531
40,2403,24,102000000,40527
40,2402,25,95000000,40524
40,2401,31,87000000,40520
40,2400,19,82000000,40517
40,2399,21,75000000,40513
40,2398,33,69000000,40510
40,2397,35,64000000,40506
40,2396,22,57000000,40503
40,2395,37,51000000,40499
40,2394,41,44000000,40496
40,2393,38,38000000,40492
40,2392,25,34000000,40489
40,2391,28,33000000,40485
40,2390,44,32000000,40482
40,2389,22,31000000,40478
40,2388,39,30000000,40475
40,2387,30,39000000,40471
40,2386,40,34000000,40468
40,2385,16,33000000,40464
40,2384,21,32000000,40461
40,2383,29,31000000,40457
40,2382,45,30000000,40454
40,2381,23,30000000,40450
40,2380,16,239000000,40447
40,2379,41,232000000,40443
40,2378,28,225000000,40440
40,2377,32,216000000,40436
40,2376,15,209000000,40433
40,2375,24,202000000,40429
40,2374,33,194000000,40426
40,2373,38,187000000,40422
40,2372,40,179000000,40419
40,2371,52,170000000,40415
40,2370,24,158000000,40412
40,2369,40,149000000,40408
40,2368,41,138000000,40405
40,2367,42,130000000,40401
40,2366,27,120000000,40398
40,2365,44,111000000,40394
40,2364,34,101000000,40391
40,2363,53,91000000,40387
40,2362,52,81000000,40384
40,2361,34,72000000,40380
40,2360,42,61000000,40377
40,2359,39,52000000,40373
40,2358,35,42000000,40370
40,2357,33,35000000,40366
40,2356,36,31000000,40363
40,2355,26,30000000,40359
40,2354,35,379000000,40356
40,2353,31,364000000,40352
40,2352,35,346000000,40349
40,2351,12,332000000,40345
40,2350,38,314000000,40342
40,2349,52,297000000,40338
40,2348,36,281000000,40335
40,2347,33,266000000,40331
40,2346,34,248000000,40328
40,2345,30,234000000,40324
40,2344,37,220000000,40321
40,2343,25,209000000,40317
40,2342,26,197000000,40314
40,2341,33,185000000,40310
40,2340,48,173000000,40307
40,2339,41,162000000,40303
40,2338,47,150000000,40300
40,2337,39,140000000,40296
40,2336,39,130000000,40293
40,2335,22,121000000,40289
40,2334,38,110000000,40286
40,2333,38,101000000,40282
40,2332,14,93000000,40279
40,2331,26,84000000,40275
40,2330,36,76000000,40272
40,2329,28,68000000,40268
40,2328,48,58000000,40265
40,2327,47,50000000,40261
40,2326,39,40000000,40258
40,2325,47,33000000,40254
40,2324,28,32000000,40251
40,2323,32,31000000,40247
40,2322,34,30000000,40244
40,2321,34,70000000,40240
40,2320,29,60000000,40237
40,2319,43,53000000,40233
40,2318,40,43000000,40230
40,2317,19,36000000,40226
40,2316,26,32000000,40223
40,2315,30,31000000,40219
40,2314,24,30000000,40216
40,2313,49,244000000,40212
40,2312,23,228000000,40209
40,2311,36,215000000,40205
40,2310,39,200000000,40202
40,2309,34,189000000,40198
40,2308,36,177000000,40195
40,2307,45,166000000,40191
40,2306,36,153000000,40188
40,2305,23,142000000,40184
40,2304,23,130000000,40181
40,2303,25,122000000,40177
40,2302,20,110000000,40174
40,2301,34,102000000,40170
40,2300,38,93000000,40167
40,2299,17,84000000,40163
40,2298,34,75000000,40160
40,2297,20,68000000,40156
40,2296,30,59000000,40153
40,2295,28,51000000,40149
40,2294,32,43000000,40146
40,2293,25,36000000,40142
40,2292,43,33000000,40139
40,2291,12,32000000,40135
40,2290,42,31000000,40132
40,2289,33,30000000,40128
40,2288,43,60000000,40125
40,2287,26,52000000,40121
40,2286,43,44000000,40118
40,2285,45,36000000,40114
40,2284,14,33000000,40111
40,2283,39,32000000,40107
40,2282,16,31000000,40104
40,2281,14,30000000,40100
40,2280,27,33000000,40097
40,2279,21,32000000,40093
40,2278,34,31000000,40090
40,2277,42,30000000,40086
40,2276,28,141000000,40083
40,2275,41,133000000,40079
40,2274,29,124000000,40076
40,2273,34,116000000,40072
40,2272,25,108000000,40069
40,2271,28,100000000,40065
40,2270,31,91000000,40062
40,2269,34,84000000,40058
40,2268,42,75000000,40055
40,2267,38,68000000,40051
40,2266,40,60000000,40048
40,2265,32,53000000,40044
40,2264,48,45000000,40041
40,2263,50,37000000,40037
40,2262,41,33000000,40034
40,2261,47,32000000,40030
40,2260,52,31000000,40027
40,2259,40,30000000,40023
40,2258,25,199000000,40020
40,2257,45,187000000,40016
40,2256,43,175000000,40013
40,2255,42,164000000,40009
40,2254,36,153000000,40006
40,2253,41,143000000,40002
40,2252,34,132000000,39999
40,2251,25,124000000,39995
40,2250,50,113000000,39992
40,2249,22,106000000,39988
40,2248,28,97000000,39985
40,2247,31,89000000,39981
40,2246,33,81000000,39978
40,2245,42,73000000,39974
40,2244,33,65000000,39971
40,2243,42,57000000,39967
40,2242,33,48000000,39964
40,2241,37,42000000,39960
40,2240,29,34000000,39957
40,2239,23,33000000,39953
40,2238,19,32000000,39950
40,2237,30,31000000,39946
40,2236,35,30000000,39943
40,2235,42,213000000,39939
40,2234,43,0,39936
40,2233,35,190000000,39932
40,2232,27,180000000,39929
40,2231,21,170000000,39925
40,2230,26,159000000,39922
40,2229,34,150000000,39918
40,2228,33,142000000,39915
40,2227,20,134000000,39911
40,2226,32,126000000,39908
40,2225,40,117000000,39904
40,2224,30,107000000,39901
40,2223,21,100000000,39897
40,2222,49,90000000,39894
40,2221,27,84000000,39890
40,2220,19,76000000,39887
40,2219,25,70000000,39883
40,2218,37,62000000,39880
40,2217,46,54000000,39876
40,2216,45,45000000,39873
40,2215,41,35000000,39869
40,2214,35,34000000,39866
40,2213,35,33000000,39862
40,2212,25,32000000,39859
40,2211,46,31000000,39855
40,2210,28,30000000,39852
40,2209,24,32000000,39848
40,2208,39,31000000,39845
40,2207,25,30000000,39841
40,2206,24,36000000,39838
40,2205,36,33000000,39834
40,2204,44,32000000,39831
40,2203,42,31000000,39827
40,2202,36,30000000,39824
40,2201,24,32000000,39820
40,2200,27,31000000,39817
40,2199,51,30000000,39813
40,2198,34,267000000,39810
40,2197,40,248000000,39806
40,2196,46,231000000,39803
40,2195,23,218000000,39799
40,2194,34,202000000,39796
40,2193,46,190000000,39792
40,2192,32,180000000,39789
40,2191,12,170000000,39785
40,2190,29,159000000,39782
40,2189,14,151000000,39778
40,2188,44,141000000,39775
40,2187,45,132000000,39771
40,2186,27,123000000,39768
40,2185,27,116000000,39764
40,2184,33,107000000,39761
40,2183,35,99000000,39757
40,2182,47,90000000,39754
40,2181,31,84000000,39750
40,2180,22,76000000,39747
40,2179,27,71000000,39743
40,2178,20,64000000,39740
40,2177,37,58000000,39736
40,2176,24,51000000,39733
40,2175,37,45000000,39729
40,2174,37,38000000,39726
40,2173,26,34000000,39722
40,2172,28,33000000,39719
40,2171,27,32000000,39715
40,2170,38,31000000,39712
40,2169,17,30000000,39708
40,2168,34,50000000,39705
40,2167,30,45000000,39701
40,2166,18,38000000,39698
40,2165,23,34000000,39694
40,2164,30,33000000,39691
40,2163,10,32000000,39687
40,2162,29,31000000,39684
40,2161,21,30000000,39680
40,2160,40,135000000,39677
40,2159,38,125000000,39673
40,2158,33,117000000,39670
40,2157,42,108000000,39666
40,2156,47,97000000,39663
40,2155,22,90000000,39659
40,2154,33,83000000,39656
40,2153,21,76000000,39652
40,2152,24,69000000,39649
40,2151,43,62000000,39645
40,2150,30,54000000,39642
40,2149,16,48000000,39638
40,2148,39,40000000,39635
40,2147,12,35000000,39631
40,2146,47,33000000,39628
40,2145,19,32000000,39624
40,2144,30,31000000,39621
40,2143,29,30000000,39617
40,2142,34,0,39614
40,2141,27,128000000,39610
40,2140,44,117000000,39607
40,2139,13,110000000,39603
40,2138,37,100000000,39600
40,2137,35,92000000,39596
40,2136,35,84000000,39593
40,2135,41,76000000,39589
40,2134,29,68000000,39586
40,2133,29,61000000,39582
40,2132,34,54000000,39579
40,2131,24,48000000,39575
40,2130,17,41000000,39572
40,2129,33,36000000,39568
40,2128,17,34000000,39565
40,2127,32,32000000,39561
40,2126,25,31000000,39558
40,2125,25,30000000,39554
40,2124,27,61000000,39551
40,2123,35,55000000,39547
40,2122,49,46000000,39544
40,2121,47,38000000,39540
40,2120,35,0,39537
40,2119,26,32000000,39533
40,2118,40,31000000,39530
40,2117,36,30000000,39526
40,2116,32,185000000,39523
40,2115,38,173000000,39519
40,2114,26,161000000,39516
40,2113,28,151000000,39512
40,2112,33,140000000,39509
40,2111,31,131000000,39505
40,2110,35,121000000,39502
40,2109,37,112000000,39498
40,2108,49,102000000,39495
40,2107,38,94000000,39491
40,2106,37,86000000,39488
40,2105,40,78000000,39484
40,2104,46,69000000,39481
40,2103,20,62000000,39477
40,2102,40,53000000,39474
40,2101,35,47000000,39470
40,2100,31,43000000,39467
40,2099,42,39000000,39463
40,2098,41,35000000,39460
40,2097,42,32000000,39456
40,2096,13,30000000,39453
40,2095,23,89000000,39449
40,2094,41,79000000,39446
40,2093,31,73000000,39442
40,2092,32,64000000,39439
40,2091,27,57000000,39435
40,2090,24,54000000,39432
40,2089,50,50000000,39428
40,2088,36,44000000,39425
40,2087,37,26000000,39421
40,2086,25,18000000,39418
40,2085,34,13000000,39414
40,2084,36,12000000,39411
40,2083,26,146000000,39407
40,2082,35,135000000,39404
40,2081,41,126000000,39400
40,2080,29,117000000,39397
40,2079,13,106000000,39393
40,2078,42,96000000,39390
40,2077,32,88000000,39386
40,2076,37,79000000,39383
40,2075,36,72000000,39379
40,2074,32,64000000,39376
40,2073,18,56000000,39372
40,2072,24,49000000,39369
40,2071,34,42000000,39365
40,2070,6,36000000,39362
40,2069,32,30000000,39358
40,2068,40,23000000,39355
40,2067,17,17000000,39351
40,2066,11,13000000,39348
40,2065,23,12000000,39344
40,2064,32,24000000,39341
40,2063,20,18000000,39337
40,2062,39,13000000,39334
40,2061,31,12000000,39330
40,2060,27,29000000,39327
40,2059,29,24000000,39323
40,2058,33,15000000,39320
40,2057,33,13000000,39316
40,2056,38,12000000,39313
40,2055,28,12000000,39309
40,2054,42,69000000,39306
40,2053,28,60000000,39302
40,2052,29,52000000,39299
40,2051,30,45000000,39295
40,2050,31,38000000,39292
40,2049,32,32000000,39288
40,2048,42,24000000,39285
40,2047,17,20000000,39281
40,2046,32,13000000,39278
40,2045,26,12000000,39274
40,2044,22,13000000,39271
40,2043,27,12000000,39267
40,2042,27,14000000,39264
40,2041,39,12000000,39260
40,2040,18,66000000,39257
40,2039,17,58000000,39253
40,2038,35,48000000,39250
40,2037,37,40000000,39246
40,2036,26,34000000,39243
40,2035,35,21000000,39239
40,2034,28,12000000,39236
40,2033,38,406000000,39232
40,2032,29,362000000,39229
40,2031,32,336000000,39225
40,2030,35,305000000,39222
40,2029,32,277000000,39218
40,2028,38,254000000,39215
40,2027,25,236000000,39211
40,2026,28,0,39208
40,2025,21,200000000,39204
40,2024,20,184000000,39201
40,2023,39,170000000,39197
40,2022,27,159000000,39194
40,2021,38,148000000,39190
40,2020,25,136000000,39187
40,2019,25,125000000,39183
40,2018,38,114000000,39180
40,2017,45,106000000,39176
40,2016,36,99000000,39173
40,2015,25,91000000,39169
40,2014,25,84000000,39166
40,2013,42,78000000,39162
40,2012,39,71000000,39159
40,2011,8,66000000,39155
40,2010,43,59000000,39152
40,2009,45,52000000,39148
40,2008,31,45000000,39145
40,2007,30,39000000,39141
40,2006,38,33000000,39138
40,2005,20,27000000,39134
40,2004,17,21000000,39131
40,2003,13,16000000,39127
40,2002,46,13000000,39124
40,2001,39,12000000,39120
40,2000,19,87000000,39117
40,1999,42,80000000,39113
40,1998,22,73000000,39110
40,1997,18,67000000,39106
40,1996,22,60000000,39103
40,1995,18,54000000,39099
40,1994,38,48000000,39096
40,1993,32,43000000,39092
40,1992,29,35000000,39089
40,1991,22,30000000,39085
40,1990,41,23000000,39082
40,1989,32,0,39078
40,1988,29,14000000,39075
40,1987,34,13000000,39071
40,1986,35,12000000,39068
40,1985,18,20000000,39064
40,1984,28,15000000,39061
40,1983,41,13000000,39057
40,1982,24,12000000,39054
40,1981,31,26000000,39050
40,1980,24,20000000,39047
40,1979,34,15000000,39043
40,1978,33,13000,39040
40,1977,39,12000000,39036
40,1976,28,63000000,39033
40,1975,34,57000000,39029
40,1974,29,50000000,39026
40,1973,32,44000000,39022
40,1972,43,37000000,39019
40,1971,33,33000000,39015
40,1970,18,27000000,39012
40,1969,45,22000000,39008
40,1968,36,15000000,39005
40,1967,41,13000000,39001
40,1966,40,12000000,38998
40,1965,31,168000000,38994
40,1964,28,153000000,38991
40,1963,32,139000000,38987
40,1962,32,125000000,38984
40,1961,35,114000000,38980
40,1960,33,104000000,38977
40,1959,36,94000000,38973
40,1958,30,85000000,38970
40,1957,20,77000000,38966
40,1956,23,67000000,38963
40,1955,20,60000000,38959
40,1954,22,52000000,38956
40,1953,29,46000000,38952
40,1952,22,39000000,38949
40,1951,42,33000000,38945
40,1950,41,26000000,38942
40,1949,28,21000000,38938
40,1948,33,15000000,38935
40,1947,34,13000000,38931
40,1946,21,12000000,38928
40,1945,36,79000000,38924
40,1944,39,71000000,38921
40,1943,25,65000000,38917
40,1942,17,57000000,38914
40,1941,18,52000000,38910
40,1940,23,46000000,38907
40,1939,20,41000000,38903
40,1938,32,35000000,38900
40,1937,47,31000000,38896
40,1936,35,26000000,38893
40,1935,10,22000000,38889
40,1934,31,17000000,38886
40,1933,36,14000000,38882
40,1932,42,13000000,38879
40,1931,38,12000000,38875
40,1930,39,23000000,38872
40,1929,28,18000000,38868
40,1928,36,14000000,38865
40,1927,30,13000000,38861
40,1926,23,12000000,38858
40,1925,21,128000000,38854
40,1924,19,118000000,38851
40,1923,33,111000000,38847
40,1922,17,102000000,38844
40,1921,32,95000000,38840
40,1920,30,87000000,38837
40,1919,28,81000000,38833
40,1918,35,74000000,38830
40,1917,25,68000000,38826
40,1916,39,62000000,38823
40,1915,32,57000000,38819
40,1914,31,52000000,38816
40,1913,37,48000000,38812
40,1912,24,42000000,38809
40,1911,30,38000000,38805
40,1910,23,32000000,38802
40,1909,20,28000000,38798
40,1908,38,23000000,38795
40,1907,34,19000000,38791
40,1906,43,14000000,38788
40,1905,38,13000000,38784
40,1904,44,12000000,38781
40,1903,29,26000000,38777
40,1902,34,21000000,38774
40,1901,39,16000000,38770
40,1900,29,13000000,38767
40,1899,15,12000000,38763
40,1898,39,173000000,38760
40,1897,11,158000000,38756
40,1896,41,146000000,38753
40,1895,18,131000000,38749
40,1894,21,117000000,38746
40,1893,30,107000000,38742
40,1892,34,95000000,38739
40,1891,44,85000000,38735
40,1890,39,74000000,38732
40,1889,32,67000000,38728
40,1888,30,59000000,38725
40,1887,28,52000000,38721
40,1886,29,46000000,38718
40,1885,30,40000000,38714
40,1884,25,35000000,38711
40,1883,25,30000000,38707
40,1882,31,26000000,38704
40,1881,34,21000000,38700
40,1880,19,17000000,38697
40,1879,28,14000000,38693
40,1878,32,13000000,38690
40,1877,14,12000000,38686
40,1876,28,14000000,38683
40,1875,16,12000000,38679
40,1874,36,10000000,38676
40,1873,24,9000000,38672
40,1872,26,8000000,38669
40,1871,17,19000000,38665
40,1870,40,15000000,38662
40,1869,36,12000000,38658
40,1868,37,10000000,38655
40,1867,41,9000000,38651
40,1866,35,8000000,38648
40,1865,33,8000000,38644
40,1864,42,9000000,38641
40,1863,16,8000000,38637
40,1862,33,8000000,38634
40,1861,37,10000000,38630
40,1860,22,9000000,38627
40,1859,25,8000000,38623
40,1858,38,8000000,38620
40,1857,36,36000000,38616
40,1856,21,31000000,38613
40,1855,25,26000000,38609
40,1854,31,21000000,38606
40,1853,15,17000000,38602
40,1852,19,11000000,38599
40,1851,17,9000000,38595
40,1850,35,8000000,38592
40,1849,30,44000000,38588
40,1848,30,38000000,38585
40,1847,30,33000000,38581
40,1846,15,27000000,38578
40,1845,37,23000000,38574
40,1844,13,19000000,38571
40,1843,25,16000000,38567
40,1842,24,12000000,38564
40,1841,22,10000000,38560
40,1840,31,9000000,38557
40,1839,26,8000000,38553
40,1838,29,18000000,38550
40,1837,32,15000000,38546
40,1836,37,12000000,38543
40,1835,23,10000000,38539
40,1834,20,9000000,38536
40,1833,30,8000000,38532
40,1832,23,11000000,38529
40,1831,34,10000000,38525
40,1830,26,9000000,38522
40,1829,10,8000000,38518
40,1828,33,24000000,38515
40,1827,18,21000000,38511
40,1826,30,17000000,38508
40,1825,17,14000000,38504
40,1824,25,12000000,38501
40,1823,21,10000000,38497
40,1822,27,9000000,38494
40,1821,27,8000000,38490
40,1820,35,34000000,38487
40,1819,8,31000000,38483
40,1818,25,28000000,38480
40,1817,30,24000000,38476
40,1816,27,21000000,38473
40,1815,31,18000000,38469
40,1814,32,15000000,38466
40,1813,26,12000000,38462
40,1812,32,10000000,38459
40,1811,36,9000000,38455
40,1810,30,8000000,38452
40,1809,33,9000000,38448
40,1808,9,8000000,38445
40,1807,26,26000000,38441
40,1806,32,22000000,38438
40,1805,39,19000000,38434
40,1804,28,16000000,38431
40,1803,31,13000000,38427
40,1802,24,10000000,38424
40,1801,28,9000000,38420
40,1800,21,8000000,38417
40,1799,38,52000000,38413
40,1798,40,47000000,38410
40,1797,29,43000000,38406
40,1796,34,39000000,38403
40,1795,27,35000000,38399
40,1794,24,31000000,38396
40,1793,32,27000000,38392
40,1792,21,24000000,38389
40,1791,35,20000000,38385
40,1790,17,13000000,38382
40,1789,32,10000000,38378
40,1788,27,9000000,38375
40,1787,27,8000000,38371
40,1786,32,8000000,38368
40,1785,39,94000000,38364
40,1784,24,82000000,38361
40,1783,24,73000000,38357
40,1782,42,65000000,38354
40,1781,23,59000000,38350
40,1780,32,54000000,38347
40,1779,28,48000000,38343
40,1778,28,43000000,38340
40,1777,34,39000000,38336
40,1776,20,35000000,38333
40,1775,38,31000000,38329
40,1774,24,28000000,38326
40,1773,37,24000000,38322
40,1772,19,21000000,38319
40,1771,37,18000000,38315
40,1770,14,15000000,38312
40,1769,38,12000000,38308
40,1768,24,10000000,38305
40,1767,21,9000000,38301
40,1766,33,8000000,38298
40,1765,26,20000000,38294
40,1764,28,17000000,38291
40,1763,13,14000000,38287
40,1762,27,12000000,38284
40,1761,25,10000000,38280
40,1760,30,9000000,38277
40,1759,19,88000000,38273
40,1758,37,28000000,38270
40,1757,22,23000000,38266
40,1756,34,20000000,38263
40,1755,39,17000000,38259
40,1754,40,14000000,38256
40,1753,25,12000000,38252
40,1752,30,10000000,38249
40,1751,39,9000000,38245
40,1750,14,8000000,38242
40,1749,16,12000000,38238
40,1748,13,10000000,38235
40,1747,35,9000000,38231
40,1746,25,8000000,38228
40,1745,31,13000000,38224
40,1744,19,10000000,38221
40,1743,39,9000000,38217
40,1742,30,8000000,38214
40,1741,36,20000000,38210
40,1740,31,16000000,38207
40,1739,28,13000000,38203
40,1738,19,10000000,38200
40,1737,18,9000000,38196
40,1736,32,8000000,38193
40,1735,25,10000000,38189
40,1734,19,9000000,38186
40,1733,21,8000000,38182
40,1732,33,30000000,38179
40,1731,25,26000000,38175
40,1730,28,23000000,38172
40,1729,26,20000000,38168
40,1728,21,17000000,38165
40,1727,24,13000000,38161
40,1726,33,10000000,38158
40,1725,36,9000000,38154
40,1724,27,8000000,38151
40,1723,23,44000000,38147
40,1722,37,38000000,38144
40,1721,30,33000000,38140
40,1720,21,29000000,38137
40,1719,14,24000000,38133
40,1718,32,21000000,38130
40,1717,21,16000000,38126
40,1716,34,13000000,38123
40,1715,30,10000000,38119
40,1714,20,9000000,38116
40,1713,20,9000000,38112
40,1712,22,26000000,38109
40,1711,26,22000000,38105
40,1710,32,19000000,38102
40,1709,17,15000000,38098
40,1708,39,11000000,38095
40,1707,36,10000000,38091
40,1706,19,9000000,38088
40,1705,31,8000000,38084
40,1704,11,45000000,38081
40,1703,28,41000000,38077
40,1702,32,37000000,38074
40,1701,28,33000000,38070
40,1700,25,29000000,38067
40,1699,34,25000000,38063
40,1698,26,22000000,38060
40,1697,36,19000000,38056
40,1696,25,15000000,38053
40,1695,36,12000000,38049
40,1694,29,10000000,38046
40,1693,31,9000000,38042
40,1692,40,8000000,38039
40,1691,26,30000000,38035
40,1690,18,26000000,38032
40,1689,29,23000000,38028
40,1688,24,19000000,38025
40,1687,28,16000000,38021
40,1686,29,13000000,38018
40,1685,24,10000000,38014
40,1684,17,9000000,38011
40,1683,32,8000000,38007
40,1682,26,10000000,38004
40,1681,39,9000000,38000
40,1680,28,8000000,37997
40,1679,9,68000000,37993
40,1678,29,63000000,37990
40,1677,33,58000000,37986
40,1676,25,53000000,37983
40,1675,38,48000000,37979
40,1674,36,44000000,37976
40,1673,25,40000000,37972
40,1672,18,36000000,37969
40,1671,17,32000000,37965
40,1670,25,28000000,37962
40,1669,15,24000000,37958
40,1668,22,25000000,37955
40,1667,41,18000000,37951
40,1666,12,14000000,37948
40,1665,44,10000000,37944
40,1664,31,9000000,37941
40,1663,40,8000000,37937
40,1662,28,94000000,37934
40,1661,42,82000000,37930
40,1660,11,75000000,37927
40,1659,36,68000000,37923
40,1658,34,60000000,37920
40,1657,16,53000000,37916
40,1656,27,46000000,37913
40,1655,32,40000000,37909
40,1654,23,36000000,37906
40,1653,36,31000000,37902
40,1652,18,28000000,37899
40,1651,19,25000000,37895
40,1650,39,22000000,37892
40,1649,36,18000000,37888
40,1648,29,16000000,37885
40,1647,25,12000000,37881
40,1646,41,10000000,37878
40,1645,20,9000000,37874
40,1644,27,8000000,37871
40,1643,28,9000000,37867
40,1642,39,8000000,37864
40,1641,33,24000000,37860
40,1640,40,20000000,37857
40,1639,35,17000000,37853
40,1638,30,14000000,37850
40,1637,32,11000000,37846
40,1636,24,10000000,37843
40,1635,24,9000000,37839
40,1634,36,8000000,37836
40,1633,27,25000000,37832
40,1632,31,22000000,37829
40,1631,20,19000000,37825
40,1630,35,16000000,37822
40,1629,34,13000000,37818
40,1628,24,11000000,37815
40,1627,30,10000000,37811
40,1626,26,9000000,37808
40,1625,28,8000000,37804
40,1624,20,8000000,37801
40,1623,18,9000000,37797
40,1622,34,8000000,37794
40,1621,32,12000000,37790
40,1620,41,10000000,37787
40,1619,32,9000000,37783
40,1618,31,8000000,37780
40,1617,15,11000000,37776
40,1616,18,10000000,37773
40,1615,31,9000000,37769
40,1614,24,8000000,37766
40,1613,24,30000000,37762
40,1612,30,27000000,37759
40,1611,19,24000000,37755
40,1610,15,21000000,37752
40,1609,28,18000000,37748
40,1608,33,15000000,37745
40,1607,28,12000000,37741
40,1606,26,10000000,37738
40,1605,36,9000000,37734
40,1604,36,8000000,37731
40,1603,21,18000000,37727
40,1602,23,15000000,37724
40,1601,38,12000000,37720
40,1600,16,10000000,37717
40,1599,29,9000000,37713
40,1598,27,8000000,37710
40,1597,33,55000000,37706
40,1596,25,50000000,37703
40,1595,25,45000000,37699
40,1594,30,41000000,37696
40,1593,31,38000000,37692
40,1592,18,35000000,37689
40,1591,40,32000000,37685
40,1590,24,29000000,37682
40,1589,23,26000000,37678
40,1588,33,23000000,37675
40,1587,36,20000000,37671
40,1586,22,17000000,37668
40,1585,27,14000000,37664
40,1584,10,12000000,37661
40,1583,31,10000000,37657
40,1582,27,9000000,37654
40,1581,35,8000000,37650
40,1580,27,24000000,37647
40,1579,24,21000000,37643
40,1578,34,18000000,37640
40,1577,26,15000000,37636
40,1576,29,12000000,37633
40,1575,29,10000000,37629
40,1574,29,9000000,37626
40,1573,21,8000000,37622
40,1572,14,37000000,37619
40,1571,35,33000000,37615
40,1570,22,30000000,37612
40,1569,32,26000000,37608
40,1568,23,23000000,37605
40,1567,29,20000000,37601
40,1566,37,17000000,37598
40,1565,16,12000000,37594
40,1564,39,9000000,37591
40,1563,32,8000000,37587
40,1562,33,28000000,37584
40,1561,30,23000000,37580
40,1560,28,19000000,37577
40,1559,27,15000000,37573
40,1558,18,11000000,37570
40,1557,17,9000000,37566
40,1556,38,8000000,37563
40,1555,24,36000000,37559
40,1554,31,30000000,37556
40,1553,30,26000000,37552
40,1552,30,20000000,37549
40,1551,34,16000000,37545
40,1550,20,12000000,37542
40,1549,25,9000000,37538
40,1548,25,8000000,37535
40,1547,25,6000000,37531
40,1546,13,6000000,37528
40,1545,25,8000000,37524
40,1544,25,7000000,37521
40,1543,39,6000000,37517
40,1542,18,16000000,37514
40,1541,27,13000000,37510
40,1540,28,10000000,37507
40,1539,38,8000000,37503
40,1538,27,7000000,37500
40,1537,23,6000000,37496
40,1536,35,23000000,37493
40,1535,33,19000000,37489
40,1534,27,16000000,37486
40,1533,20,13000000,37482
40,1532,26,10000000,37479
40,1531,22,8000000,37475
40,1530,25,7000000,37472
40,1529,20,6000000,37468
40,1528,25,10000000,37465
40,1527,35,8000000,37461
40,1526,37,7000000,37458
40,1525,26,6000000,37454
40,1524,20,51000000,37451
40,1523,22,43000000,37447
40,1522,34,37000000,37444
40,1521,28,35000000,37440
40,1520,26,31000000,37437
40,1519,38,27000000,37433
40,1518,31,24000000,37430
40,1517,24,21000000,37426
40,1516,31,18000000,37423
40,1515,17,16000000,37419
40,1514,34,14000000,37416
40,1513,31,12000000,37412
40,1512,25,10000000,37409
40,1511,19,9000000,37405
40,1510,30,8000000,37402
40,1509,28,7000000,37398
40,1508,36,6000000,37395
40,1507,34,8000000,37391
40,1506,11,7000000,37388
40,1505,37,6000000,37384
40,1504,39,16000000,37381
40,1503,34,14000000,37377
40,1502,32,12000000,37374
40,1501,15,10000000,37370
40,1500,25,8000000,37367
40,1499,31,7000000,37363
40,1498,12,6000000,37360
40,1497,17,6000000,37356
40,1496,21,13000000,37353
40,1495,23,11000000,37349
40,1494,34,9000000,37346
40,1493,31,8000000,37342
40,1492,21,7000000,37339
40,1491,23,6000000,37335
40,1490,37,9000000,37332
40,1489,24,8000000,37328
40,1488,27,6000000,37325
40,1487,32,7000000,37321
40,1486,28,6000000,37318
40,1485,33,28000000,37314
40,1484,29,25000000,37311
40,1483,35,22000000,37307
40,1482,8,19000000,37304
40,1481,23,16000000,37300
40,1480,25,13000000,37297
40,1479,27,10000000,37293
40,1478,28,8000000,37290
40,1477,22,7000000,37286
40,1476,14,6000000,37283
40,1475,24,41000000,37279
40,1474,16,37000000,37276
40,1473,23,33000000,37272
40,1472,16,29000000,37269
40,1471,15,25000000,37265
40,1470,12,22000000,37262
40,1469,15,19000000,37258
40,1468,37,16000000,37255
40,1467,35,12000000,37251
40,1466,24,10000000,37248
40,1465,21,8000000,37244
40,1464,32,7000000,37241
