NPRODUCTO,CONCURSO,R4,BOLSA,FECHA
40,1463,36,6000000,37237
40,1462,17,45000000,37234
40,1461,12,41000000,37230
40,1460,34,37000000,37227
40,1459,31,32000000,37223
40,1458,27,29000000,37220
40,1457,25,26000000,37216
40,1456,33,24000000,37213
40,1455,23,20000000,37209
40,1454,18,17000000,37206
40,1453,22,14000000,37202
40,1452,26,11000000,37199
40,1451,24,9000000,37195
40,1450,26,8000000,37192
40,1449,23,7000000,37188
40,1448,29,6000000,37185
40,1447,16,6000000,37181
40,1446,26,27000000,37178
40,1445,29,24000000,37174
40,1444,29,21000000,37171
40,1443,32,18000000,37167
40,1442,25,15000000,37164
40,1441,21,13000000,37160
40,1440,21,10000000,37157
40,1439,28,8000000,37153
40,1438,25,7000000,37150
40,1437,18,6000000,37146
40,1436,23,47000000,37143
40,1435,20,43000000,37139
40,1434,24,39000000,37136
40,1433,28,35000000,37132
40,1432,28,32000000,37129
40,1431,19,29000000,37125
40,1430,37,26000000,37122
40,1429,29,22000000,37118
40,1428,34,19000000,37115
40,1427,26,16000000,37111
40,1426,25,13000000,37108
40,1425,33,10000000,37104
40,1424,19,8000000,37101
40,1423,25,7000000,37097
40,1422,34,6000000,37094
40,1421,25,60000000,37090
40,1420,15,50000000,37087
40,1419,27,43000000,37083
40,1418,32,36000000,37080
40,1417,18,29000000,37076
40,1416,30,24000000,37073
40,1415,19,20000000,37069
40,1414,14,16000000,37066
40,1413,16,12000000,37062
40,1412,32,9000000,37059
40,1411,30,7000000,37055
40,1410,20,6000000,37052
40,1409,33,37000000,37048
40,1408,30,32000000,37045
40,1407,23,26500000,37041
40,1406,18,23000000,37038
40,1405,21,19000000,37034
40,1404,30,16000000,37031
40,1403,23,13000000,37027
40,1402,39,10000000,37024
40,1401,25,8000000,37020
40,1400,14,7000000,37017
40,1399,34,6000000,37013
40,1398,22,6000000,37010
40,1397,28,8000000,37006
40,1396,22,7000000,37003
40,1395,31,6000000,36999
40,1394,22,7000000,36996
40,1393,9,6000000,36992
40,1392,12,52000000,36989
40,1391,18,42000000,36985
40,1390,20,37000000,36982
40,1389,28,33000000,36978
40,1388,26,30000000,36975
40,1387,40,26000000,36971
40,1386,15,23000000,36968
40,1385,14,20000000,36964
40,1384,25,17000000,36961
40,1383,30,14000000,36957
40,1382,13,12000000,36954
40,1381,18,10000000,36950
40,1380,35,8000000,36947
40,1379,31,7000000,36943
40,1378,26,6000000,36940
40,1377,26,24000000,36936
40,1376,25,21000000,36933
40,1375,31,18000000,36929
40,1374,28,15000000,36926
40,1373,36,12000000,36922
40,1372,18,10000000,36919
40,1371,27,8000000,36915
40,1370,28,7000000,36912
40,1369,20,6000000,36908
40,1368,30,29000000,36905
40,1367,26,25000000,36901
40,1366,26,21000000,36898
40,1365,28,19000000,36894
40,1364,28,16000000,36891
40,1363,25,13000000,36887
40,1362,21,11000000,36884
40,1361,31,9000000,36880
40,1360,30,8000000,36877
40,1359,32,7000000,36873
40,1358,34,6000000,36870
40,1357,13,8000000,36866
40,1356,25,7000000,36863
40,1355,36,6000000,36859
40,1354,28,9000000,36856
40,1353,22,8000000,36852
40,1352,28,7000000,36849
40,1351,36,6000000,36845
40,1350,25,36000000,36842
40,1349,16,31000000,36838
40,1348,12,27000000,36835
40,1347,24,25000000,36831
40,1346,26,21000000,36828
40,1345,21,19000000,36824
40,1344,30,16000000,36821
40,1343,26,14000000,36817
40,1342,35,13000000,36814
40,1341,12,10000000,36810
40,1340,15,8000000,36807
40,1339,27,6000000,36803
40,1338,20,6000000,36800
40,1337,36,38000000,36796
40,1336,14,33000000,36793
40,1335,32,28000000,36789
40,1334,22,25000000,36786
40,1333,28,21000000,36782
40,1332,38,18000000,36779
40,1331,23,15000000,36775
40,1330,22,12000000,36772
40,1329,26,10000000,36768
40,1328,30,80000000,36765
40,1327,31,7000000,36761
40,1326,17,6000000,36758
40,1325,35,15000000,36754
40,1324,26,12000000,36751
40,1323,14,10000000,36747
40,1322,18,8000000,36744
40,1321,28,7000000,36740
40,1320,15,6000000,36737
40,1319,32,44000000,36733
40,1318,17,39000000,36730
40,1317,28,34000000,36726
40,1316,38,30000000,36723
40,1315,23,26000000,36719
40,1314,26,23000000,36716
40,1313,40,20000000,36712
40,1312,25,18000000,36709
40,1311,19,15000000,36705
40,1310,21,13000000,36702
40,1309,21,11000000,36698
40,1308,19,9000000,36695
40,1307,33,7000000,36691
40,1306,34,6000000,36688
40,1305,11,23000000,36684
40,1304,25,20000000,36681
40,1303,16,17000000,36677
40,1302,13,15000000,36674
40,1301,25,12000000,36670
40,1300,25,10000000,36667
40,1299,24,8000000,36663
40,1298,27,7000000,36660
40,1297,22,6000000,36656
40,1296,33,31000000,36653
40,1295,10,27000000,36649
40,1294,33,24000000,36646
40,1293,31,20000000,36642
40,1292,19,18000000,36639
40,1291,23,16000000,36635
40,1290,29,14000000,36632
40,1289,31,12000000,36628
40,1288,16,10000000,36625
40,1287,33,8000000,36621
40,1286,37,7000000,36618
40,1285,22,6000000,36614
40,1284,29,13000000,36611
40,1283,35,11000000,36607
40,1282,33,10000000,36604
40,1281,35,8000000,36600
40,1280,29,6000000,36597
40,1279,27,18000000,36593
40,1278,21,15000000,36590
40,1277,20,13000000,36586
40,1276,28,11000000,36583
40,1275,34,9000000,36579
40,1274,27,7000000,36576
40,1273,22,6000000,36572
40,1272,30,6000000,36569
40,1271,25,37000000,36565
40,1270,25,33000000,36562
40,1269,13,30000000,36558
40,1268,18,26000000,36555
40,1267,31,23000000,36551
40,1266,25,19000000,36548
40,1265,31,17000000,36544
40,1264,35,15000000,36541
40,1263,36,6000000,36537
40,1262,33,11000000,36534
40,1261,36,9000000,36530
40,1260,34,7000000,36527
40,1259,29,6000000,36523
40,1258,28,9000000,36520
40,1257,31,8000000,36516
40,1256,9,6000000,36513
40,1255,12,30000000,36509
40,1254,21,26000000,36506
40,1253,26,22000000,36502
40,1252,37,20000000,36499
40,1251,32,18000000,36495
40,1250,29,15000000,36492
40,1249,18,13000000,36488
40,1248,23,11000000,36485
40,1247,20,10000000,36481
40,1246,31,8000000,36478
40,1245,27,6000000,36474
40,1244,15,28000000,36471
40,1243,34,25000000,36467
40,1242,20,22000000,36464
40,1241,30,18000000,36460
40,1240,22,15000000,36457
40,1239,28,13000000,36453
40,1238,27,11000000,36450
40,1237,32,9000000,36446
40,1236,39,8000000,36443
40,1235,26,6000000,36439
40,1234,19,38000000,36436
40,1233,32,34000000,36432
40,1232,25,30000000,36429
40,1231,36,27000000,36425
40,1230,22,24000000,36422
40,1229,21,21000000,36418
40,1228,29,18000000,36415
40,1227,28,16000000,36411
40,1226,31,14000000,36408
40,1225,16,12000000,36404
40,1224,11,10000000,36401
40,1223,26,8000000,36397
40,1222,13,6000000,36394
40,1221,13,28000000,36390
40,1220,17,25000000,36387
40,1219,30,22000000,36383
40,1218,15,18000000,36380
40,1217,27,15000000,36376
40,1216,30,14000000,36373
40,1215,33,12000000,36369
40,1214,22,10000000,36366
40,1213,30,8000000,36362
40,1212,18,6000000,36359
40,1211,15,6000000,36355
40,1210,24,31000000,36352
40,1209,26,28000000,36348
40,1208,28,25000000,36345
40,1207,24,23000000,36341
40,1206,18,20000000,36338
40,1205,31,17000000,36334
40,1204,27,15000000,36331
40,1203,40,13000000,36327
40,1202,30,11000000,36324
40,1201,22,9000000,36320
40,1200,29,8000000,36317
40,1199,36,6000000,36313
40,1198,20,9000000,36310
40,1197,28,8000000,36306
40,1196,36,7000000,36303
40,1195,35,6000000,36299
40,1194,24,9000000,36296
40,1193,34,8000000,36292
40,1192,28,6000000,36289
40,1191,25,10000000,36285
40,1190,17,9000000,36282
40,1189,36,8000000,36278
40,1188,16,6000000,36275
40,1187,32,20000000,36271
40,1186,17,16000000,36268
40,1185,39,13000000,36264
40,1184,29,11000000,36261
40,1183,34,9000000,36257
40,1182,7,8000000,36254
40,1181,16,6000000,36250
40,1180,14,13000000,36247
40,1179,25,12000000,36243
40,1178,32,10000000,36240
40,1177,39,8000000,36236
40,1176,24,6000000,36233
40,1175,32,21000000,36229
40,1174,27,18000000,36226
40,1173,29,16000000,36222
40,1172,33,14000000,36219
40,1171,23,13000000,36215
40,1170,33,11000000,36212
40,1169,19,9000000,36208
40,1168,33,8000000,36205
40,1167,16,6000000,36201
40,1166,23,8000000,36198
40,1165,27,6000000,36194
40,1164,28,10000000,36191
40,1163,27,8000000,36187
40,1162,37,6000000,36184
40,1161,18,14000000,36180
40,1160,34,12000000,36177
40,1159,31,10000000,36173
40,1158,39,8000000,36170
40,1157,36,6000000,36166
40,1156,24,10000000,36163
40,1155,31,8000000,36159
40,1154,37,6000000,36156
40,1153,20,46000000,36152
40,1152,24,42000000,36149
40,1151,25,38000000,36145
40,1150,35,34000000,36142
40,1149,39,31000000,36138
40,1148,29,28000000,36135
40,1147,26,25000000,36131
40,1146,34,22000000,36128
40,1145,29,19000000,36124
40,1144,34,16000000,36121
40,1143,37,13000000,36117
40,1142,10,10000000,36114
40,1141,38,8000000,36110
40,1140,31,6000000,36107
40,1139,25,19000000,36103
40,1138,29,16000000,36100
40,1137,18,13000000,36096
40,1136,26,10000000,36093
40,1135,30,8000000,36089
40,1134,15,6000000,36086
40,1133,31,13000000,36082
40,1132,37,10000000,36079
40,1131,32,8000000,36075
40,1130,36,6000000,36072
40,1129,23,8000000,36068
40,1128,26,6000000,36065
40,1127,14,18000000,36061
40,1126,28,16000000,36058
40,1125,40,14000000,36054
40,1124,18,12000000,36051
40,1123,15,10000000,36047
40,1122,38,8000000,36044
40,1121,16,6000000,36040
40,1120,19,8000000,36037
40,1119,26,6000000,36033
40,1118,32,42000000,36030
40,1117,28,35000000,36026
40,1116,33,30000000,36023
40,1115,31,26000000,36019
40,1114,29,22000000,36016
40,1113,31,18000000,36012
40,1112,21,16000000,36009
40,1111,29,14000000,36005
40,1110,26,12000000,36002
40,1109,22,10000000,35998
40,1108,27,8000000,35995
40,1107,27,6000000,35991
40,1106,29,20000000,35988
40,1105,37,18000000,35984
40,1104,24,16000000,35981
40,1103,37,14000000,35977
40,1102,29,12000000,35974
40,1101,33,10000000,35970
40,1100,34,8000000,35967
40,1099,21,6000000,35963
40,1098,19,12000000,35960
40,1097,37,10000000,35956
40,1096,22,8000000,35953
40,1095,19,6000000,35949
40,1094,25,10000000,35946
40,1093,19,8000000,35942
40,1092,14,6000000,35939
40,1091,33,16000000,35935
40,1090,17,14000000,35932
40,1089,16,12000000,35928
40,1088,29,10000000,35925
40,1087,18,8000000,35921
40,1086,13,6000000,35918
40,1085,11,50000000,35914
40,1084,28,40000000,35911
40,1083,25,32000000,35907
40,1082,11,27000000,35904
40,1081,27,23000000,35900
40,1080,25,20000000,35897
40,1079,13,18000000,35893
40,1078,29,16000000,35890
40,1077,29,14000000,35886
40,1076,16,12000000,35883
40,1075,13,10000000,35879
40,1074,28,8000000,35876
40,1073,32,6000000,35872
40,1072,21,19000000,35869
40,1071,30,16000000,35865
40,1070,34,14000000,35862
40,1069,32,12000000,35858
40,1068,21,10000000,35855
40,1067,42,8000000,35851
40,1066,8,6000000,35848
40,1065,24,21000000,35844
40,1064,25,17000000,35841
40,1063,36,14000000,35837
40,1062,25,12000000,35834
40,1061,27,10000000,35830
40,1060,37,8000000,35827
40,1059,19,6000000,35823
40,1058,39,4000000,35820
40,1057,27,10000000,35816
40,1056,29,8000000,35813
40,1055,33,6000000,35809
40,1054,24,4000000,35806
40,1053,14,17000000,35802
40,1052,12,14000000,35799
40,1051,31,12000000,35795
40,1050,35,10000000,35792
40,1049,32,8000000,35788
40,1048,24,6000000,35785
40,1047,30,4000000,35781
40,1046,27,6000000,35778
40,1045,41,4000000,35774
40,1044,19,10000000,35771
40,1043,24,8000000,35767
40,1042,32,6000000,35764
40,1041,17,4000000,35760
40,1040,21,13000000,35757
40,1039,20,10000000,35753
40,1038,26,8000000,35750
40,1037,27,7000000,35746
40,1036,18,4000000,35743
40,1035,24,8000000,35739
40,1034,24,6000000,35736
40,1033,37,4000000,35732
40,1032,17,4000000,35729
40,1031,31,4000000,35725
40,1030,39,45000000,35725
40,1029,36,37000000,35718
40,1028,28,28000000,35715
40,1027,35,23000000,35711
40,1026,17,19000000,35708
40,1025,19,17000000,35704
40,1024,29,15000000,35701
40,1023,20,12000000,35697
40,1022,30,10000000,35694
40,1021,27,8000000,35690
40,1020,26,6000000,35687
40,1019,31,4000000,35683
40,1018,37,10000000,35680
40,1017,32,8000000,35676
40,1016,28,6000000,35673
40,1015,34,4000000,35669
40,1014,27,10000000,35666
40,1013,33,8000000,35662
40,1012,34,6000000,35659
40,1011,36,4000000,35655
40,1010,28,21000000,35652
40,1009,30,17000000,35648
40,1008,32,13000000,35645
40,1007,26,10000000,35641
40,1006,18,7000000,35638
40,1005,36,5000000,35634
40,1004,31,4000000,35631
40,1003,19,9000000,35627
40,1002,20,6000000,35624
40,1001,16,4000000,35620
40,1000,13,8000000,35617
40,999,24,6000000,35613
40,998,26,4000000,35610
40,997,20,6000000,35606
40,996,40,4000000,35603
40,995,13,8000000,35599
40,994,22,6000000,35596
40,993,27,4000000,35592
40,992,9,6000000,35589
40,991,35,4000000,35585
40,990,13,15000000,35582
40,989,25,12000000,35578
40,988,24,10000000,35575
40,987,31,8000000,35571
40,986,19,6000000,35568
40,985,32,4000000,35564
40,984,32,7000000,35561
40,983,20,4000000,35557
40,982,24,6000000,35554
40,981,30,4000000,35550
40,980,18,6000000,35547
40,979,28,4000000,35543
40,978,10,9000000,35540
40,977,26,6000000,35536
40,976,24,4000000,35533
40,975,15,4000000,35529
40,974,23,25000000,35526
40,973,21,20000000,35522
40,972,34,18000000,35519
40,971,31,15000000,35515
40,970,29,10000000,35512
40,969,29,7000000,35508
40,968,34,4000000,35505
40,967,34,6000000,35501
40,966,33,8000000,35498
40,965,31,10000000,35494
40,964,21,8000000,35491
40,963,37,6000000,35487
40,962,40,4000000,35484
40,961,13,10000000,35480
40,960,40,8000000,35477
40,959,29,6000000,35473
40,958,34,4000000,35470
40,957,17,8000000,35466
40,956,22,6000000,35463
40,955,31,4000000,35459
40,954,21,24000000,35456
40,953,13,20000000,35456
40,952,27,16000000,35449
40,951,27,13000000,35445
40,950,30,10000000,35442
40,949,33,8000000,35438
40,948,11,6000000,35435
40,947,10,4000000,35431
40,946,35,16000000,35428
40,945,21,10000000,35424
40,944,14,4000000,35421
40,943,23,20000000,35417
40,942,36,15000000,35414
40,941,17,8000000,35410
40,940,10,4000000,35407
40,939,24,4000000,35403
40,938,22,30000000,35400
40,937,34,20000000,35396
40,936,27,13000000,35393
40,935,23,8000000,35389
40,934,28,6000000,35386
40,933,18,4000000,35382
40,932,9,18000000,35379
40,931,27,14000000,35375
40,930,18,10000000,35372
40,929,29,6000000,35368
40,928,26,4000000,35365
40,927,16,20000000,35361
40,926,32,15000000,35358
40,925,28,10000000,35354
40,924,15,6000000,35351
40,923,15,4000000,35347
40,922,27,30000000,35344
40,921,26,24000000,35340
40,920,20,18000000,35337
40,919,32,13000000,35333
40,918,33,9000000,35330
40,917,38,6000000,35326
40,916,33,4000000,35323
40,915,14,4000000,35319
40,914,27,35000000,35316
40,913,36,26000000,35312
40,912,13,20000000,35309
40,911,31,16000000,35305
40,910,36,12000000,35302
40,909,35,9000000,35298
40,908,30,6000000,35295
40,907,23,5000000,35291
40,906,18,4000000,35288
40,905,22,7000000,35284
40,904,13,6000000,35281
40,903,21,5000000,35277
40,902,23,4000000,35274
40,901,12,14000000,35270
40,900,26,10000000,35267
40,899,17,7000000,35263
40,898,34,6000000,35260
40,897,29,5000000,35256
40,896,27,4000000,35253
40,895,29,15000000,35249
40,894,30,12000000,35246
40,893,31,9000000,35242
40,892,34,7000000,35239
40,891,7,6000000,35235
40,890,38,5000000,35232
40,889,16,4000000,35228
40,888,19,6000000,35225
40,887,35,5000000,35221
40,886,17,4000000,35218
40,885,13,14500000,35214
40,884,32,12000000,35211
40,883,30,9500000,35207
40,882,30,8000000,35204
40,881,19,6000000,35200
40,880,30,5000000,35197
40,879,34,4000000,35193
40,878,25,10000000,35190
40,877,30,7000000,35186
40,876,20,6000000,35183
40,875,15,4000000,35179
40,874,25,4000000,35176
40,873,21,3500000,35172
40,872,24,2500000,35169
40,871,15,2000000,35165
40,870,10,2000000,35162
40,869,26,11500000,35158
40,868,30,9000000,35155
40,867,23,7000000,35151
40,866,22,5000000,35148
40,865,19,3500000,35144
40,864,30,2500000,35141
40,863,36,2000000,35137
40,862,36,2500000,35134
40,861,27,2000000,35130
40,860,27,5000000,35127
40,859,20,3500000,35123
40,858,17,2500000,35120
40,857,18,2000000,35116
40,856,33,7000000,35113
40,855,17,5000000,35109
40,854,38,3500000,35106
40,853,32,2500000,35102
40,852,30,2000000,35099
40,851,28,2000000,35095
40,850,29,9000000,35092
40,849,33,7000000,35088
40,848,35,5000000,35085
40,847,24,3500000,35081
40,846,24,2500000,35078
40,845,28,2000000,35074
40,844,19,4500000,35071
40,843,33,3500000,35067
40,842,14,2500000,35064
40,841,17,2000000,35060
40,840,24,3500000,35057
40,839,18,2500000,35053
40,838,22,2000000,35050
40,837,15,10000000,35046
40,836,11,8000000,35043
40,835,29,6500000,35039
40,834,17,5000000,35036
40,833,30,3500000,35032
40,832,33,2500000,35029
40,831,20,2000000,35025
40,830,33,2000000,35022
40,829,20,3500000,35018
40,828,27,2500000,35015
40,827,18,2000000,35011
40,826,12,7000000,35008
40,825,26,5500000,35004
40,824,25,4000000,35001
40,823,18,2500000,34997
40,822,29,2000000,34994
40,821,24,18000000,34990
40,820,32,15000000,34987
40,819,36,12000000,34983
40,818,31,9500000,34980
40,817,25,7500000,34976
40,816,18,6000000,34973
40,815,33,4500000,34969
40,814,15,3500000,34966
40,813,27,2500000,34962
40,812,36,2000000,34959
40,811,37,6000000,34955
40,810,35,4500000,34952
40,809,30,3500000,34948
40,808,9,2500000,34945
40,807,36,2000000,34941
40,806,24,3500000,34938
40,805,28,2500000,34934
40,804,13,2000000,34931
40,803,30,3500000,34927
40,802,14,2500000,34924
40,801,34,2000000,34920
40,800,31,2000000,34917
40,799,27,5000000,34913
40,798,25,3500000,34910
40,797,32,2500000,34906
40,796,34,2000000,34903
40,795,26,2000000,34899
40,794,25,19000000,34896
40,793,33,15500000,34892
40,792,7,13000000,34889
40,791,26,10500000,34885
40,790,21,8500000,34882
40,789,33,6800000,34878
40,788,28,5500000,34875
40,787,23,4200000,34871
40,786,33,3000000,34868
40,785,20,2300000,34864
40,784,31,2000000,34861
40,783,23,7800000,34857
40,782,18,6400000,34854
40,781,38,5200000,34850
40,780,23,4000000,34847
40,779,35,2800000,34843
40,778,26,2300000,34840
40,777,16,2000000,34836
40,776,27,5000000,34833
40,775,24,4000000,34829
40,774,29,3000000,34826
40,773,25,2300000,34822
40,772,17,2000000,34819
40,771,25,4000000,34815
40,770,28,3000000,34812
40,769,6,2300000,34808
40,768,15,2000000,34805
40,767,23,3300000,34801
40,766,10,2300000,34798
40,765,24,2000000,34794
40,764,37,2000000,34791
40,763,20,27000000,34787
40,762,27,22000000,34784
40,761,22,18500000,34780
40,760,16,15500000,34777
40,759,22,13000000,34773
40,758,16,10800000,34770
40,757,15,9000000,34766
40,756,27,7300000,34763
40,755,14,6000000,34759
40,754,22,4800000,34756
40,753,27,3700000,34752
40,752,38,2600000,34749
40,751,30,2200000,34745
40,750,14,2000000,34742
40,749,20,2000000,34738
40,748,35,10000000,34735
40,747,37,8200000,34731
40,746,30,6700000,34728
40,745,36,5500000,34724
40,744,14,4400000,34721
40,743,21,3400000,34717
40,742,25,2500000,34714
40,741,28,2200000,34710
40,740,21,2000000,34707
40,739,18,3800000,34703
40,738,26,3000000,34700
40,737,34,2400000,34696
40,736,20,2200000,34693
40,735,18,2000000,34689
40,734,25,5500000,34686
40,733,23,4400000,34682
40,732,22,3400000,34679
40,731,27,2500000,34675
40,730,22,2200000,34672
40,729,34,2000000,34668
40,728,19,3500000,34665
40,727,18,2600000,34661
40,726,24,2200000,34658
40,725,24,2000000,34654
40,724,35,10500000,34651
40,723,19,9000000,34647
40,722,18,7700000,34644
40,721,17,6600000,34640
40,720,18,5500000,34637
40,719,22,4400000,34633
40,718,16,3400000,34630
40,717,37,2400000,34626
40,716,17,2200000,34623
40,715,24,2000000,34619
40,714,38,11500000,34616
40,713,18,9700000,34612
40,712,33,8200000,34609
40,711,28,7000000,34605
40,710,25,6000000,34602
40,709,34,5000000,34598
40,708,29,4000000,34595
40,707,28,3200000,34591
40,706,24,2400000,34588
40,705,28,2200000,34584
40,704,22,2000000,34581
40,703,23,7000000,34577
40,702,32,6000000,34574
40,701,26,5000000,34570
40,700,14,4000000,34567
40,699,11,3000000,34563
40,698,27,2400000,34560
40,697,24,2200000,34556
40,696,30,2000000,34553
40,695,32,3000000,34549
40,694,17,2400000,34546
40,693,12,2200000,34542
40,692,34,2000000,34539
40,691,29,8800000,34535
40,690,30,7500000,34532
40,689,29,6500000,34528
40,688,26,5500000,34525
40,687,22,4500000,34521
40,686,33,3700000,34518
40,685,32,3000000,34514
40,684,16,2400000,34511
40,683,22,2200000,34507
40,682,33,2000000,34504
40,681,28,2400000,34500
40,680,24,2200000,34497
40,679,22,2000000,34493
40,678,9,2000000,34490
40,677,31,2400000,34486
40,676,11,2200000,34483
40,675,35,2000000,34479
40,674,21,2400000,34476
40,673,18,2200000,34472
40,672,39,2000000,34469
40,671,20,2200000,34465
40,670,26,2000000,34462
40,669,31,6500000,34458
40,668,30,5500000,34455
40,667,36,4500000,34451
40,666,29,3500000,34448
40,665,12,2500000,34444
40,664,32,2200000,34441
40,663,21,2000000,34437
40,662,26,7500000,34434
40,661,24,6200000,34430
40,660,36,5200000,34427
40,659,35,4200000,34423
40,658,12,3400000,34420
40,657,17,2600000,34416
40,656,31,2200000,34413
40,655,22,2000000,34409
40,654,32,2000000,34406
40,653,23,2200000,34402
40,652,22,2000000,34399
40,651,26,19500000,34395
40,650,40,16600000,34392
40,649,31,14600000,34388
40,648,35,12800000,34385
40,647,34,11000000,34381
40,646,27,9500000,34378
40,645,36,8200000,34374
40,644,36,7000000,34371
40,643,27,6000000,34367
40,642,22,5000000,34364
40,641,28,4000000,34360
40,640,25,3000000,34357
40,639,20,2400000,34353
40,638,33,2200000,34350
40,637,36,2000000,34346
40,636,23,2200000,34343
40,635,37,2000000,34339
40,634,21,2000000,34336
40,633,9,12400000,34332
40,632,11,11000000,34329
40,631,20,9600000,34325
40,630,26,8300000,34322
40,629,24,7200000,34318
40,628,24,6300000,34315
40,627,36,5200000,34311
40,626,15,4300000,34308
40,625,10,3600000,34304
40,624,31,3000000,34301
40,623,33,2400000,34297
40,622,39,2200000,34294
40,621,27,2000000,34290
40,620,40,6000000,34287
40,619,26,5000000,34283
40,618,35,4200000,34280
40,617,32,3400000,34276
40,616,21,2800000,34273
40,615,34,2400000,34269
40,614,28,2200000,34266
40,613,28,2200000,34262
40,612,24,2200000,34259
40,611,23,2000000,34255
40,610,17,2400000,34252
40,609,26,2200000,34248
40,608,20,2000000,34245
40,607,20,7600000,34241
40,606,28,6500000,34238
40,605,19,5600000,34234
40,604,24,4700000,34231
40,603,8,3800000,34227
40,602,20,3000000,34224
40,601,36,2400000,34220
40,600,29,2200000,34217
40,599,23,2000000,34213
40,598,27,7700000,34210
40,597,20,6700000,34206
40,596,23,5700000,34203
40,595,30,4700000,34199
40,594,31,3800000,34196
40,593,32,3000000,34192
40,592,38,2400000,34189
40,591,35,2200000,34185
40,590,30,2000000,34182
40,589,32,2200000,34178
40,588,16,2000000,34175
40,587,23,2400000,34171
40,586,26,2200000,34168
40,585,36,2000000,34164
40,584,28,10700000,34161
40,583,17,9400000,34157
40,582,37,8200000,34154
40,581,30,7200000,34150
40,580,34,60000000,34147
40,579,25,4800000,34143
40,578,31,38000000,34140
40,577,38,2800000,34136
40,576,26,2200000,34133
40,575,20,2000000,34129
40,574,20,16000000,34126
40,573,17,13500000,34122
40,572,29,11000000,34119
40,571,30,9300000,34115
40,570,36,7800000,34112
40,569,20,6400000,34108
40,568,27,5200000,34105
40,567,33,4200000,34101
40,566,16,2800000,34098
40,565,26,2800000,34094
40,564,30,2200000,34091
40,563,35,2000000,34087
40,562,14,2000000,34084
40,561,25,4500000,34080
40,560,25,3800000,34077
40,559,9,2800000,34073
40,558,32,2200000,34070
40,557,31,2000000,34066
40,556,27,2000000,34063
40,555,10,5500000,34059
40,554,25,4600000,34056
40,553,19,3400000,34052
40,552,23,2700000,34049
40,551,24,2000000,34045
40,550,14,1200000,34042
40,549,28,1000000,34038
40,548,21,1000000,34035
40,547,10,1200000,34031
40,546,20,1000000,34028
40,545,11,2000000,34024
40,544,23,1300000,34021
40,543,14,1000000,34017
40,542,14,1300000,34014
40,541,18,1000000,34010
40,540,26,1000000,34007
40,539,24,1300000,34003
40,538,17,1000000,34000
40,537,27,2000000,33996
40,536,26,1300000,33993
40,535,15,1000000,33990
40,534,12,1300000,33986
40,533,33,1000000,33982
40,532,27,2500000,33979
40,531,25,1900000,33975
40,530,29,1300000,33972
40,529,16,1000000,33968
40,528,33,3500000000,33965
40,527,34,2700000000,33961
40,526,25,2000000000,33958
40,525,28,1300000000,33954
40,524,23,1000000000,33951
40,523,28,1300000000,33947
40,522,25,1000000000,33944
40,521,26,4400000000,33940
40,520,26,3500000000,33937
40,519,23,2700000000,33933
40,518,27,2000000000,33930
40,517,22,1300000000,33926
40,516,24,1000000000,33923
40,515,31,3500000000,33919
40,514,22,2800000000,33916
40,513,31,2000000000,33912
40,512,23,1300000000,33909
40,511,32,1000000000,33905
40,510,18,2200000000,33902
40,509,29,1500000000,33898
40,508,19,1000000000,33895
40,507,8,2200000000,33891
40,506,24,1500000000,33888
40,505,19,1000000000,33884
40,504,28,8000000000,33881
40,503,23,6300000000,33877
40,502,24,5200000000,33874
40,501,20,4000000000,33870
40,500,29,3300000000,33867
40,499,16,2600000000,33863
40,498,18,2000000000,33860
40,497,25,1300000000,33856
40,496,33,1000000000,33853
40,495,21,1500000000,33849
40,494,8,1000000000,33846
40,493,26,3300000000,33842
40,492,15,2700000000,33839
40,491,14,2000000000,33835
40,490,15,1500000000,33832
40,489,13,1000000000,33828
40,488,30,1000000000,33825
40,487,19,1500000000,33821
40,486,33,1000000000,33818
40,485,30,2000000000,33814
40,484,29,1500000000,33811
40,483,18,1000000000,33807
40,482,28,3000000000,33804
40,481,24,2000000000,33800
40,480,20,1500000000,33797
40,479,28,1000000000,33793
40,478,18,3000000000,33790
40,477,20,2000000000,33786
40,476,9,1500000000,33783
40,475,28,1000000000,33779
40,474,18,4000000000,33776
40,473,17,3000000000,33772
40,472,27,2200000000,33769
40,471,20,1500000000,33765
40,470,9,1000000000,33762
40,469,21,6000000000,33758
40,468,19,5000000000,33755
40,467,14,4000000000,33751
40,466,25,3000000000,33748
40,465,29,2000000000,33744
40,464,36,1000000000,33741
40,463,31,1000000000,33737
40,462,19,1000000000,33734
40,461,27,1000000000,33730
40,460,29,1000000000,33727
40,459,28,1500000000,33723
40,458,14,1000000000,33720
40,457,13,1000000000,33716
40,456,23,1000000000,33713
40,455,11,12000000000,33709
40,454,22,10500000000,33706
40,453,22,8800000000,33702
40,452,36,7500000000,33699
40,451,14,6000000000,33695
40,450,24,5000000000,33692
40,449,32,4000000000,33688
40,448,18,3000000000,33685
40,447,28,2200000000,33681
40,446,18,1500000000,33678
40,445,22,1000000000,33674
40,444,18,3500000000,33671
40,443,25,2500000000,33667
40,442,23,1000000000,33664
40,441,17,1000000000,33660
40,440,23,8500000000,33657
40,439,28,6500000000,33653
40,438,19,5000000000,33650
40,437,22,3500000000,33646
40,436,21,2700000000,33643
40,435,16,2000000000,33639
40,434,21,1500000000,33636
40,433,23,500000000,33632
